,ID,fsID,start,end,salience,fold,Class,class
421,108638-9-0-5,108638,2.5,6.5,1,6,9,street_music
422,108638-9-0-6,108638,3,7,1,6,9,street_music
423,109233-3-0-3,109233,16.952386,20.952386,1,6,3,dog_bark
424,109233-3-0-4,109233,17.452386,21.452386,1,6,3,dog_bark
425,109233-3-0-5,109233,17.952386,21.952386,1,6,3,dog_bark
426,109233-3-0-6,109233,18.452386,22.452386,1,6,3,dog_bark
427,109263-9-0-34,109263,17,21,1,5,9,street_music
428,109263-9-0-39,109263,19.5,23.5,1,5,9,street_music
429,109263-9-0-54,109263,27,31,1,5,9,street_music
430,109263-9-0-61,109263,30.5,34.5,1,5,9,street_music
431,109263-9-0-78,109263,39,43,1,5,9,street_music
432,109703-2-0-134,109703,67,71,2,2,2,children_playing
433,109703-2-0-14,109703,7,11,2,2,2,children_playing
434,109703-2-0-153,109703,76.5,80.5,2,2,2,children_playing
435,109703-2-0-29,109703,14.5,18.5,2,2,2,children_playing
436,109703-2-0-32,109703,16,20,2,2,2,children_playing
437,109703-2-0-48,109703,24,28,2,2,2,children_playing
438,109703-2-0-50,109703,25,29,2,2,2,children_playing
439,109711-3-1-0,109711,3.332443,5.69896,1,4,3,dog_bark
440,109711-3-2-4,109711,14.001624,18.001624,1,4,3,dog_bark
441,109711-3-2-6,109711,15.001624,19.001624,1,4,3,dog_bark
442,110134-3-0-0,110134,0,1.130113,1,8,3,dog_bark
443,110371-3-0-1,110371,0.790852,4.790852,1,5,3,dog_bark
444,110371-3-1-0,110371,15.269745,19.269745,1,5,3,dog_bark
445,110371-3-1-1,110371,15.769745,19.769745,1,5,3,dog_bark
446,110621-7-0-0,110621,0,4,1,4,7,jackhammer
447,110621-7-0-1,110621,0.5,4.5,1,4,7,jackhammer
448,110621-7-0-2,110621,1,5,1,4,7,jackhammer
449,110621-7-0-3,110621,1.5,5.5,1,4,7,jackhammer
450,110622-6-0-0,110622,0,1.501211,1,3,6,gun_shot
451,110688-3-0-11,110688,5.5,9.5,2,8,3,dog_bark
452,110688-3-0-17,110688,8.5,12.5,2,8,3,dog_bark
453,110688-3-0-2,110688,1,5,2,8,3,dog_bark
454,110688-3-0-32,110688,16,20,2,8,3,dog_bark
455,110868-9-0-11,110868,5.5,9.5,1,6,9,street_music
456,110868-9-0-13,110868,6.5,10.5,1,6,9,street_music
457,110868-9-0-14,110868,7,11,1,6,9,street_music
458,110868-9-0-15,110868,7.5,11.5,1,6,9,street_music
459,110868-9-0-6,110868,3,7,1,6,9,street_music
460,110868-9-0-8,110868,4,8,1,6,9,street_music
461,110918-3-0-1,110918,0.5,4.5,1,7,3,dog_bark
462,110918-3-0-26,110918,13,17,1,7,3,dog_bark
463,110918-3-0-40,110918,20,24,1,7,3,dog_bark
464,110918-3-0-9,110918,4.5,8.5,1,7,3,dog_bark
465,111048-6-0-0,111048,0,1.314579,1,6,6,gun_shot
466,111386-5-0-0,111386,2.784895,6.784895,1,6,5,engine_idling
467,111386-5-0-1,111386,3.284895,7.284895,1,6,5,engine_idling
468,111386-5-0-2,111386,3.784895,7.784895,1,6,5,engine_idling
469,111386-5-0-3,111386,4.284895,8.284895,1,6,5,engine_idling
470,111386-5-0-4,111386,4.784895,8.784895,1,6,5,engine_idling
471,111386-5-0-5,111386,5.284895,9.284895,1,6,5,engine_idling
472,111386-5-0-6,111386,5.784895,9.784895,1,6,5,engine_idling
473,111386-5-0-7,111386,6.284895,10.284895,1,6,5,engine_idling
474,111386-5-1-0,111386,28.890258,32.890258,1,6,5,engine_idling
475,111386-5-1-1,111386,29.390258,33.390258,1,6,5,engine_idling
476,111386-5-1-10,111386,33.890258,37.890258,1,6,5,engine_idling
477,111386-5-1-11,111386,34.390258,38.390258,1,6,5,engine_idling
478,111386-5-1-12,111386,34.890258,38.890258,1,6,5,engine_idling
479,111386-5-1-13,111386,35.390258,39.390258,1,6,5,engine_idling
480,111386-5-1-14,111386,35.890258,39.890258,1,6,5,engine_idling
481,111386-5-1-2,111386,29.890258,33.890258,1,6,5,engine_idling
482,111386-5-1-3,111386,30.390258,34.390258,1,6,5,engine_idling
483,111386-5-1-4,111386,30.890258,34.890258,1,6,5,engine_idling
484,111386-5-1-5,111386,31.390258,35.390258,1,6,5,engine_idling
485,111386-5-1-6,111386,31.890258,35.890258,1,6,5,engine_idling
486,111386-5-1-7,111386,32.390258,36.390258,1,6,5,engine_idling
487,111386-5-1-8,111386,32.890258,36.890258,1,6,5,engine_idling
488,111386-5-1-9,111386,33.390258,37.390258,1,6,5,engine_idling
489,111671-8-0-0,111671,1.197766,5.197766,1,5,8,siren
490,111671-8-0-1,111671,1.697766,5.697766,1,5,8,siren
491,111671-8-0-10,111671,6.197766,10.197766,1,5,8,siren
492,111671-8-0-11,111671,6.697766,10.697766,1,5,8,siren
493,111671-8-0-12,111671,7.197766,11.197766,1,5,8,siren
494,111671-8-0-13,111671,7.697766,11.697766,1,5,8,siren
495,111671-8-0-14,111671,8.197766,12.197766,1,5,8,siren
496,111671-8-0-15,111671,8.697766,12.697766,1,5,8,siren
497,111671-8-0-16,111671,9.197766,13.197766,1,5,8,siren
498,111671-8-0-17,111671,9.697766,13.697766,1,5,8,siren
499,111671-8-0-18,111671,10.197766,14.197766,1,5,8,siren
500,111671-8-0-19,111671,10.697766,14.697766,1,5,8,siren
501,111671-8-0-2,111671,2.197766,6.197766,1,5,8,siren
502,111671-8-0-20,111671,11.197766,15.197766,1,5,8,siren
503,111671-8-0-21,111671,11.697766,15.697766,1,5,8,siren
504,111671-8-0-22,111671,12.197766,16.197766,1,5,8,siren
505,111671-8-0-3,111671,2.697766,6.697766,1,5,8,siren
506,111671-8-0-4,111671,3.197766,7.197766,1,5,8,siren
507,111671-8-0-5,111671,3.697766,7.697766,1,5,8,siren
508,111671-8-0-6,111671,4.197766,8.197766,1,5,8,siren
509,111671-8-0-7,111671,4.697766,8.697766,1,5,8,siren
510,111671-8-0-8,111671,5.197766,9.197766,1,5,8,siren
511,111671-8-0-9,111671,5.697766,9.697766,1,5,8,siren
512,112075-5-0-0,112075,8.037355,12.037355,2,3,5,engine_idling
513,112075-5-0-1,112075,8.537355,12.537355,2,3,5,engine_idling
514,112075-5-0-2,112075,9.037355,13.037355,2,3,5,engine_idling
515,112195-3-0-38,112195,19,23,1,2,3,dog_bark
516,112195-3-0-48,112195,24,28,1,2,3,dog_bark
517,112195-3-0-57,112195,28.5,32.5,1,2,3,dog_bark
518,112195-3-0-80,112195,40,44,1,2,3,dog_bark
519,113160-8-0-0,113160,0.1029,0.90369,1,4,8,siren
520,113201-5-0-0,113201,0,4,1,2,5,engine_idling
521,113201-5-0-1,113201,0.5,4.5,1,2,5,engine_idling
522,113201-5-0-2,113201,1,5,1,2,5,engine_idling
523,113201-5-0-3,113201,1.5,5.5,1,2,5,engine_idling
524,113201-5-0-4,113201,2,6,1,2,5,engine_idling
525,113201-5-0-5,113201,2.5,6.5,1,2,5,engine_idling
526,113201-5-0-6,113201,3,7,1,2,5,engine_idling
527,113201-5-0-7,113201,3.5,7.5,1,2,5,engine_idling
528,113202-5-0-0,113202,0,4,1,8,5,engine_idling
529,113202-5-0-1,113202,0.5,4.5,1,8,5,engine_idling
530,113202-5-0-10,113202,5,9,1,8,5,engine_idling
531,113202-5-0-11,113202,5.5,9.5,1,8,5,engine_idling
532,113202-5-0-12,113202,6,10,1,8,5,engine_idling
533,113202-5-0-13,113202,6.5,10.5,1,8,5,engine_idling
534,113202-5-0-14,113202,7,11,1,8,5,engine_idling
535,113202-5-0-15,113202,7.5,11.5,1,8,5,engine_idling
536,113202-5-0-16,113202,8,12,1,8,5,engine_idling
537,113202-5-0-17,113202,8.5,12.5,1,8,5,engine_idling
538,113202-5-0-18,113202,9,13,1,8,5,engine_idling
539,113202-5-0-19,113202,9.5,13.5,1,8,5,engine_idling
540,113202-5-0-2,113202,1,5,1,8,5,engine_idling
541,113202-5-0-20,113202,10,14,1,8,5,engine_idling
542,113202-5-0-21,113202,10.5,14.5,1,8,5,engine_idling
543,113202-5-0-22,113202,11,15,1,8,5,engine_idling
544,113202-5-0-23,113202,11.5,15.5,1,8,5,engine_idling
545,113202-5-0-24,113202,12,16,1,8,5,engine_idling
546,113202-5-0-25,113202,12.5,16.5,1,8,5,engine_idling
547,113202-5-0-26,113202,13,17,1,8,5,engine_idling
548,113202-5-0-27,113202,13.5,17.5,1,8,5,engine_idling
549,113202-5-0-28,113202,14,18,1,8,5,engine_idling
550,113202-5-0-3,113202,1.5,5.5,1,8,5,engine_idling
551,113202-5-0-4,113202,2,6,1,8,5,engine_idling
552,113202-5-0-5,113202,2.5,6.5,1,8,5,engine_idling
553,113202-5-0-6,113202,3,7,1,8,5,engine_idling
554,113202-5-0-7,113202,3.5,7.5,1,8,5,engine_idling
555,113202-5-0-8,113202,4,8,1,8,5,engine_idling
556,113202-5-0-9,113202,4.5,8.5,1,8,5,engine_idling
557,113203-5-0-0,113203,43.494706,47.494706,1,8,5,engine_idling
558,113203-5-0-1,113203,43.994706,47.994706,1,8,5,engine_idling
559,113203-5-0-2,113203,44.494706,48.494706,1,8,5,engine_idling
560,113203-5-0-3,113203,44.994706,48.994706,1,8,5,engine_idling
561,113203-5-0-4,113203,45.494706,49.494706,1,8,5,engine_idling
562,113203-5-0-5,113203,45.994706,49.994706,1,8,5,engine_idling
563,113203-5-0-6,113203,46.494706,50.494706,1,8,5,engine_idling
564,113203-5-0-7,113203,46.994706,50.994706,1,8,5,engine_idling
565,113203-5-0-8,113203,47.494706,51.494706,1,8,5,engine_idling
566,113203-5-1-0,113203,79.235882,83.235882,1,8,5,engine_idling
567,113203-5-1-1,113203,79.735882,83.735882,1,8,5,engine_idling
568,113203-5-1-2,113203,80.235882,84.235882,1,8,5,engine_idling
569,113203-5-2-0,113203,94.771765,97.308235,1,8,5,engine_idling
570,113203-5-3-0,113203,100.507647,104.507647,1,8,5,engine_idling
571,113203-5-3-1,113203,101.007647,105.007647,1,8,5,engine_idling
572,113203-5-4-0,113203,115.899412,119.899412,1,8,5,engine_idling
573,113203-5-5-0,113203,125.094118,128.351176,1,8,5,engine_idling
574,113203-5-6-0,113203,132.934118,136.934118,1,8,5,engine_idling
575,113203-5-7-0,113203,141.581176,142.618824,1,8,5,engine_idling
576,113203-5-8-0,113203,145.875882,146.827059,1,8,5,engine_idling
577,113205-5-0-0,113205,2.12,5.36,1,1,5,engine_idling
578,113205-5-1-0,113205,27.04,31.04,1,1,5,engine_idling
579,113205-5-1-1,113205,27.54,31.54,1,1,5,engine_idling
580,113205-5-1-2,113205,28.04,32.04,1,1,5,engine_idling
581,113205-5-1-3,113205,28.54,32.54,1,1,5,engine_idling
582,113205-5-1-4,113205,29.04,33.04,1,1,5,engine_idling
583,113205-5-1-5,113205,29.54,33.54,1,1,5,engine_idling
584,113205-5-1-6,113205,30.04,34.04,1,1,5,engine_idling
585,113205-5-1-7,113205,30.54,34.54,1,1,5,engine_idling
586,113205-5-1-8,113205,31.04,35.04,1,1,5,engine_idling
587,113205-5-1-9,113205,31.54,35.54,1,1,5,engine_idling
588,113216-5-0-0,113216,2.693333,6.693333,1,8,5,engine_idling
589,113216-5-0-1,113216,3.193333,7.193333,1,8,5,engine_idling
590,113216-5-0-2,113216,3.693333,7.693333,1,8,5,engine_idling
591,113216-5-0-3,113216,4.193333,8.193333,1,8,5,engine_idling
592,113216-5-0-4,113216,4.693333,8.693333,1,8,5,engine_idling
593,113601-9-0-22,113601,36.248352,40.248352,2,5,9,street_music
594,113601-9-0-3,113601,26.748352,30.748352,2,5,9,street_music
595,113601-9-0-33,113601,41.748352,45.748352,2,5,9,street_music
596,113601-9-0-34,113601,42.248352,46.248352,2,5,9,street_music
597,113601-9-0-35,113601,42.748352,46.748352,2,5,9,street_music
598,113601-9-0-42,113601,46.248352,50.248352,2,5,9,street_music
599,113785-3-0-0,113785,0.259572,0.703092,1,2,3,dog_bark
600,113785-3-1-0,113785,0.991278,1.592177,1,2,3,dog_bark
601,114280-3-0-0,114280,0,4,1,8,3,dog_bark
602,114280-3-0-1,114280,0.5,4.5,1,8,3,dog_bark
603,114587-3-0-2,114587,2.467612,6.467612,1,1,3,dog_bark
604,114587-3-0-4,114587,3.467612,7.467612,1,1,3,dog_bark
605,114587-3-0-5,114587,3.967612,7.967612,1,1,3,dog_bark
606,114587-3-0-7,114587,4.967612,8.967612,1,1,3,dog_bark
607,115239-9-0-0,115239,0,4,1,5,9,street_music
608,115239-9-0-1,115239,0.5,4.5,1,5,9,street_music
609,115239-9-0-2,115239,1,5,1,5,9,street_music
610,115239-9-0-3,115239,1.5,5.5,1,5,9,street_music
611,115239-9-0-4,115239,2,6,1,5,9,street_music
612,115239-9-0-5,115239,2.5,6.5,1,5,9,street_music
613,115240-9-0-1,115240,5.828996,9.828996,1,8,9,street_music
614,115240-9-0-16,115240,13.328996,17.328996,1,8,9,street_music
615,115240-9-0-28,115240,19.328996,23.328996,1,8,9,street_music
616,115240-9-0-34,115240,22.328996,26.328996,1,8,9,street_music
617,115240-9-0-36,115240,23.328996,27.328996,1,8,9,street_music
618,115240-9-0-4,115240,7.328996,11.328996,1,8,9,street_music
619,115242-9-0-14,115242,7,11,1,7,9,street_music
620,115242-9-0-44,115242,22,26,1,7,9,street_music
621,115242-9-0-55,115242,27.5,31.5,1,7,9,street_music
622,115242-9-0-68,115242,34,38,1,7,9,street_music
623,115242-9-0-70,115242,35,39,1,7,9,street_music
624,115242-9-0-83,115242,41.5,45.5,1,7,9,street_music
625,115243-9-0-0,115243,0,4,1,6,9,street_music
626,115243-9-0-16,115243,8,12,1,6,9,street_music
627,115243-9-0-4,115243,2,6,1,6,9,street_music
628,115243-9-0-46,115243,23,27,1,6,9,street_music
629,115243-9-0-81,115243,40.5,44.5,1,6,9,street_music
630,115243-9-0-94,115243,47,51,1,6,9,street_music
631,115411-3-0-0,115411,4.352579,5.374102,2,7,3,dog_bark
632,115411-3-2-0,115411,15.322853,18.9426,2,7,3,dog_bark
633,115411-3-3-0,115411,23.161936,27.161936,2,7,3,dog_bark
634,115415-9-0-0,115415,0.599702,4.599702,2,4,9,street_music
635,115415-9-0-1,115415,1.099702,5.099702,2,4,9,street_music
636,115415-9-0-4,115415,2.599702,6.599702,2,4,9,street_music
637,115415-9-0-5,115415,3.099702,7.099702,2,4,9,street_music
638,115415-9-0-6,115415,3.599702,7.599702,2,4,9,street_music
639,115415-9-0-7,115415,4.099702,8.099702,2,4,9,street_music
640,115535-3-0-0,115535,0,0.490667,1,4,3,dog_bark
641,115536-3-0-0,115536,0,2.964396,1,3,3,dog_bark
642,115537-3-0-0,115537,1.665407,2.340997,1,2,3,dog_bark
643,116163-3-0-0,116163,0.764195,1.036249,2,5,3,dog_bark
644,116163-3-1-0,116163,1.351097,1.757649,2,5,3,dog_bark
645,116163-3-2-0,116163,2.139747,3.258529,1,5,3,dog_bark
646,116400-3-0-2,116400,1,5,1,3,3,dog_bark
647,116400-3-1-0,116400,12.269801,16.269801,1,3,3,dog_bark
648,116400-3-1-1,116400,12.769801,16.769801,1,3,3,dog_bark
649,116400-3-1-2,116400,13.269801,17.269801,1,3,3,dog_bark
650,116423-2-0-0,116423,0,4,1,6,2,children_playing
651,116423-2-0-1,116423,0.5,4.5,1,6,2,children_playing
652,116423-2-0-2,116423,1,5,1,6,2,children_playing
653,116423-2-0-3,116423,1.5,5.5,1,6,2,children_playing
654,116423-2-0-4,116423,2,6,1,6,2,children_playing
655,116484-3-0-12,116484,6,10,1,4,3,dog_bark
656,116484-3-0-16,116484,8,12,1,4,3,dog_bark
657,116484-3-0-6,116484,3,7,1,4,3,dog_bark
658,116484-3-0-8,116484,4,8,1,4,3,dog_bark
659,116485-3-0-4,116485,2,6,1,7,3,dog_bark
660,116485-3-0-6,116485,3,7,1,7,3,dog_bark
661,116485-3-2-0,116485,27.595083,31.595083,1,7,3,dog_bark
662,116485-3-2-4,116485,29.595083,33.595083,1,7,3,dog_bark
663,117048-3-0-17,117048,8.5,12.5,1,3,3,dog_bark
664,117048-3-0-23,117048,11.5,15.5,1,3,3,dog_bark
665,117048-3-0-25,117048,12.5,16.5,1,3,3,dog_bark
666,117048-3-0-35,117048,17.5,21.5,1,3,3,dog_bark
667,117072-3-0-11,117072,6.828188,10.828188,1,3,3,dog_bark
668,117072-3-0-14,117072,8.328188,12.328188,1,3,3,dog_bark
669,117072-3-0-19,117072,10.828188,14.828188,1,3,3,dog_bark
670,117072-3-0-8,117072,5.328188,9.328188,1,3,3,dog_bark
671,117181-8-0-0,117181,0,4,1,8,8,siren
672,117181-8-0-1,117181,0.5,4.5,1,8,8,siren
673,117181-8-0-10,117181,5,9,1,8,8,siren
674,117181-8-0-11,117181,5.5,9.5,1,8,8,siren
675,117181-8-0-12,117181,6,10,1,8,8,siren
676,117181-8-0-2,117181,1,5,1,8,8,siren
677,117181-8-0-3,117181,1.5,5.5,1,8,8,siren
678,117181-8-0-4,117181,2,6,1,8,8,siren
679,117181-8-0-5,117181,2.5,6.5,1,8,8,siren
680,117181-8-0-6,117181,3,7,1,8,8,siren
681,117181-8-0-7,117181,3.5,7.5,1,8,8,siren
682,117181-8-0-8,117181,4,8,1,8,8,siren
683,117181-8-0-9,117181,4.5,8.5,1,8,8,siren
684,117271-3-0-0,117271,0,4,1,6,3,dog_bark
685,117271-3-0-1,117271,0.5,4.5,1,6,3,dog_bark
686,117271-3-0-2,117271,1,5,1,6,3,dog_bark
687,117271-3-0-3,117271,1.5,5.5,1,6,3,dog_bark
688,117536-1-0-0,117536,31.064967,31.640588,2,4,1,car_horn
689,118070-1-0-0,118070,0.392887,0.617964,1,3,1,car_horn
690,118072-3-0-0,118072,0,1.066667,1,6,3,dog_bark
691,118101-3-0-0,118101,1.042871,5.042871,1,1,3,dog_bark
692,118101-3-0-3,118101,2.542871,6.542871,1,1,3,dog_bark
693,118101-3-0-4,118101,3.042871,7.042871,1,1,3,dog_bark
694,118101-3-0-6,118101,4.042871,8.042871,1,1,3,dog_bark
695,118279-8-0-0,118279,0,4,2,1,8,siren
696,118279-8-0-1,118279,0.5,4.5,2,1,8,siren
697,118279-8-0-10,118279,5,9,2,1,8,siren
698,118279-8-0-11,118279,5.5,9.5,2,1,8,siren
699,118279-8-0-12,118279,6,10,2,1,8,siren
700,118279-8-0-13,118279,6.5,10.5,2,1,8,siren
701,118279-8-0-14,118279,7,11,2,1,8,siren
702,118279-8-0-2,118279,1,5,2,1,8,siren
703,118279-8-0-3,118279,1.5,5.5,2,1,8,siren
704,118279-8-0-4,118279,2,6,2,1,8,siren
705,118279-8-0-5,118279,2.5,6.5,2,1,8,siren
706,118279-8-0-6,118279,3,7,2,1,8,siren
707,118279-8-0-7,118279,3.5,7.5,2,1,8,siren
708,118279-8-0-8,118279,4,8,2,1,8,siren
709,118279-8-0-9,118279,4.5,8.5,2,1,8,siren
710,118440-4-0-0,118440,0.187868,0.810181,1,5,4,drilling
711,118440-4-1-0,118440,0.909986,1.726039,1,5,4,drilling
712,118440-4-2-0,118440,2.07242,2.853247,1,5,4,drilling
713,118440-4-3-0,118440,3.099824,4.039165,1,5,4,drilling
714,118440-4-4-0,118440,4.591028,5.565594,1,5,4,drilling
715,118440-4-5-0,118440,5.8063,6.622352,1,5,4,drilling
716,118440-4-6-0,118440,7.115506,7.949171,1,5,4,drilling
717,118440-4-7-0,118440,8.195748,8.61258,1,5,4,drilling
718,118440-4-8-0,118440,8.794578,9.270119,1,5,4,drilling
719,118496-1-0-0,118496,1.394779,1.649762,2,3,1,car_horn
720,118496-1-1-0,118496,1.963587,2.155369,2,3,1,car_horn
721,118587-3-0-2,118587,1,5,1,7,3,dog_bark
722,118587-3-0-21,118587,10.5,14.5,1,7,3,dog_bark
723,118587-3-0-6,118587,3,7,1,7,3,dog_bark
724,118723-4-0-0,118723,0,2.653802,1,2,4,drilling
725,118961-3-0-0,118961,0,0.770312,1,3,3,dog_bark
726,118962-3-0-0,118962,0,2.129854,1,2,3,dog_bark
727,118963-3-0-0,118963,0,0.519479,1,1,3,dog_bark
728,118964-3-0-0,118964,0,1.103896,1,4,3,dog_bark
729,119455-5-0-0,119455,0.446601,4.446601,1,1,5,engine_idling
730,119455-5-0-1,119455,0.946601,4.946601,1,1,5,engine_idling
731,119455-5-0-2,119455,1.446601,5.446601,1,1,5,engine_idling
732,119455-5-0-3,119455,1.946601,5.946601,1,1,5,engine_idling
733,119455-5-0-4,119455,2.446601,6.446601,1,1,5,engine_idling
734,119455-5-0-5,119455,2.946601,6.946601,1,1,5,engine_idling
735,119455-5-0-6,119455,3.446601,7.446601,1,1,5,engine_idling
736,119455-5-0-7,119455,3.946601,7.946601,1,1,5,engine_idling
737,121285-0-0-0,121285,0,4,1,6,0,air_conditioner
738,121285-0-0-1,121285,0.5,4.5,1,6,0,air_conditioner
739,121285-0-0-2,121285,1,5,1,6,0,air_conditioner
740,121285-0-0-3,121285,1.5,5.5,1,6,0,air_conditioner
741,121285-0-0-4,121285,2,6,1,6,0,air_conditioner
742,121285-0-0-5,121285,2.5,6.5,1,6,0,air_conditioner
743,121285-0-0-6,121285,3,7,1,6,0,air_conditioner
744,121285-0-0-7,121285,3.5,7.5,1,6,0,air_conditioner
745,121285-0-0-8,121285,4,8,1,6,0,air_conditioner
746,121285-0-0-9,121285,4.5,8.5,1,6,0,air_conditioner
747,121286-0-0-0,121286,0,4,1,5,0,air_conditioner
748,121286-0-0-1,121286,0.5,4.5,1,5,0,air_conditioner
749,121286-0-0-10,121286,5,9,1,5,0,air_conditioner
750,121286-0-0-11,121286,5.5,9.5,1,5,0,air_conditioner
751,121286-0-0-12,121286,6,10,1,5,0,air_conditioner
752,121286-0-0-13,121286,6.5,10.5,1,5,0,air_conditioner
753,121286-0-0-14,121286,7,11,1,5,0,air_conditioner
754,121286-0-0-15,121286,7.5,11.5,1,5,0,air_conditioner
755,121286-0-0-2,121286,1,5,1,5,0,air_conditioner
756,121286-0-0-3,121286,1.5,5.5,1,5,0,air_conditioner
757,121286-0-0-4,121286,2,6,1,5,0,air_conditioner
758,121286-0-0-5,121286,2.5,6.5,1,5,0,air_conditioner
759,121286-0-0-6,121286,3,7,1,5,0,air_conditioner
760,121286-0-0-7,121286,3.5,7.5,1,5,0,air_conditioner
761,121286-0-0-8,121286,4,8,1,5,0,air_conditioner
762,121286-0-0-9,121286,4.5,8.5,1,5,0,air_conditioner
763,121299-1-0-0,121299,49.966977,50.59947,2,5,1,car_horn
764,121528-8-1-0,121528,24.030115,28.030115,2,3,8,siren
765,121528-8-1-1,121528,24.530115,28.530115,2,3,8,siren
766,121888-3-0-0,121888,0,0.749977,1,4,3,dog_bark
767,122199-3-1-1,122199,15.147059,19.147059,2,8,3,dog_bark
768,122199-3-1-2,122199,15.647059,19.647059,2,8,3,dog_bark
769,122199-3-1-3,122199,16.147059,20.147059,2,8,3,dog_bark
770,122199-3-1-6,122199,17.647059,21.647059,2,8,3,dog_bark
771,122690-6-0-0,122690,12.231953,15.37784,1,1,6,gun_shot
772,122738-9-0-11,122738,6.121431,10.121431,2,6,9,street_music
773,122738-9-0-12,122738,6.621431,10.621431,2,6,9,street_music
774,122738-9-0-2,122738,1.621431,5.621431,2,6,9,street_music
775,122738-9-0-3,122738,2.121431,6.121431,2,6,9,street_music
776,122738-9-0-5,122738,3.121431,7.121431,2,6,9,street_music
777,122738-9-0-9,122738,5.121431,9.121431,2,6,9,street_music
778,123399-2-0-13,123399,6.5,10.5,1,3,2,children_playing
779,123399-2-0-19,123399,9.5,13.5,1,3,2,children_playing
780,123399-2-0-22,123399,11,15,1,3,2,children_playing
781,123399-2-0-5,123399,2.5,6.5,1,3,2,children_playing
782,123399-2-0-54,123399,27,31,1,3,2,children_playing
783,123399-2-0-74,123399,37,41,1,3,2,children_playing
784,123399-2-0-83,123399,41.5,45.5,1,3,2,children_playing
785,123399-2-0-91,123399,45.5,49.5,1,3,2,children_playing
786,123685-5-0-0,123685,3.845506,7.845506,1,7,5,engine_idling
787,123685-5-0-1,123685,4.345506,8.345506,1,7,5,engine_idling
788,123685-5-0-2,123685,4.845506,8.845506,1,7,5,engine_idling
789,123685-5-0-3,123685,5.345506,9.345506,1,7,5,engine_idling
790,123685-5-0-4,123685,5.845506,9.845506,1,7,5,engine_idling
791,123685-5-0-5,123685,6.345506,10.345506,1,7,5,engine_idling
792,123685-5-0-6,123685,6.845506,10.845506,1,7,5,engine_idling
793,123685-5-0-7,123685,7.345506,11.345506,1,7,5,engine_idling
794,123685-5-0-8,123685,7.845506,11.845506,1,7,5,engine_idling
795,123688-8-0-0,123688,14.175572,18.175572,2,2,8,siren
796,123688-8-0-1,123688,14.675572,18.675572,2,2,8,siren
797,123688-8-0-10,123688,19.175572,23.175572,2,2,8,siren
798,123688-8-0-11,123688,19.675572,23.675572,2,2,8,siren
799,123688-8-0-12,123688,20.175572,24.175572,2,2,8,siren
800,123688-8-0-13,123688,20.675572,24.675572,2,2,8,siren
801,123688-8-0-14,123688,21.175572,25.175572,2,2,8,siren
802,123688-8-0-15,123688,21.675572,25.675572,2,2,8,siren
803,123688-8-0-16,123688,22.175572,26.175572,2,2,8,siren
804,123688-8-0-17,123688,22.675572,26.675572,2,2,8,siren
